YEAR,STATE,RATE,DEATHS,URL
2005,Hawaii,15.1,218,/nchs/pressroom/states/hawaii/hawaii.htm
2005,Idaho,22.4,299,/nchs/pressroom/states/idaho/idaho.htm
2005,Illinois,24,"3,034",/nchs/pressroom/states/illinois/illinois.htm
2005,Indiana,27,"1,719",/nchs/pressroom/states/indiana/indiana.htm
2005,Iowa,20.1,727,/nchs/pressroom/states/iowa/iowa.htm
2005,Kansas,23.8,710,/nchs/pressroom/states/kansas/kansas.htm
2005,Kentucky,27.8,"1,187",/nchs/pressroom/states/kentucky/kentucky.htm
2005,Louisiana,38.7,"1,695",/nchs/pressroom/states/louisiana/louisiana.htm
2005,Maine,24.7,385,/nchs/pressroom/states/maine/maine.htm
2005,Maryland,26,"1,388",/nchs/pressroom/states/maryland/maryland.htm
2005,Massachusetts,17.7,"1,271",/nchs/pressroom/states/massachusetts/massachusetts.htm
2005,Michigan,27.3,"2,842",/nchs/pressroom/states/michigan/michigan.htm
2005,Minnesota,23.6,"1,258",/nchs/pressroom/states/minnesota/minnesota.htm
2005,Mississippi,23.5,677,/nchs/pressroom/states/mississippi/mississippi.htm
2005,Missouri,24.8,"1,549",/nchs/pressroom/states/missouri/missouri.htm
2005,Montana,26.7,285,/nchs/pressroom/states/montana/montana.htm
2005,Nebraska,23.3,449,/nchs/pressroom/states/nebraska/nebraska.htm
2005,Nevada,15.3,336,/nchs/pressroom/states/nevada/nevada.htm
2005,New Hampshire,23.4,310,/nchs/pressroom/states/newhampshire/newhampshire.htm
2005,New Jersey,27.3,"2,540",/nchs/pressroom/states/newjersey/newjersey.htm
2005,New Mexico,31.4,595,/nchs/pressroom/states/newmexico/newmexico.htm
2005,New York,19.7,"4,051",/nchs/pressroom/states/newyork/newyork.htm
2005,North Carolina,26.2,"2,261",/nchs/pressroom/states/northcarolina/northcarolina.htm
2005,North Dakota,26.2,204,/nchs/pressroom/states/northdakota/northdakota.htm
2005,Ohio,30.5,"3,794",/nchs/pressroom/states/ohio/ohio.htm
2005,Oklahoma,32.6,"1,217",/nchs/pressroom/states/oklahoma/oklahoma.htm
2005,Oregon,29.2,"1,149",/nchs/pressroom/states/oregon/oregon.htm
2005,Pennsylvania,23.1,"3,553",/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2005,Rhode Island,22.3,282,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2005,South Carolina,27.5,"1,187",/nchs/pressroom/states/southcarolina/southcarolina.htm
2005,South Dakota,26.2,241,/nchs/pressroom/states/southdakota/southdakota.htm
2005,Tennessee,30.3,"1,844",/nchs/pressroom/states/tenessee/tennessee.htm
2005,Texas,29.7,"5,605",/nchs/pressroom/states/texas/texas.htm
2005,Utah,31,541,/nchs/pressroom/states/utah/utah.htm
2005,Vermont,25.8,173,/nchs/pressroom/states/vermont/vermont.htm
2005,Virginia,22.9,"1,642",/nchs/pressroom/states/virginia/virginia.htm
2005,Washington,25.5,"1,554",/nchs/pressroom/states/washington/washington.htm
2005,West Virginia,34.5,766,/nchs/pressroom/states/westvirginia/westvirginia.htm
2005,Wisconsin,21,"1,276",/nchs/pressroom/states/wisconsin/wisconsin.htm
2005,Wyoming,25.8,130,/nchs/pressroom/states/wyoming/wyoming.htm
